Efficiency,PWR,Torque,Thrust,RPM
0.7605,1.234,3.241,4.204,24000
0.7797,1.153,3.029,3.826,24000
0.7959,1.067,2.801,3.44,24000
0.8077,0.975,2.56,3.046,24000
0.8154,0.875,2.299,2.641,24000
0.8173,0.767,2.015,2.224,24000
0.8069,0.655,1.72,1.799,24000
0.7724,0.541,1.422,1.369,24000
0.6948,0.423,1.111,0.927,24000
0.5068,0.306,0.803,0.471,24000
-0.0005,0.192,0.504,0,24000
0,6.625,16.703,9.733,25000
0.019,6.23,15.706,9.702,25000
0.0404,5.844,14.732,9.667,25000
0.0647,5.444,13.724,9.626,25000
0.0929,5.03,12.68,9.578,25000
0.1261,4.605,11.608,9.521,25000
0.1663,4.159,10.485,9.45,25000
0.2143,3.709,9.35,9.309,25000
0.2739,3.241,8.17,9.097,25000
0.3497,2.765,6.971,8.809,25000
0.4262,2.427,6.118,8.479,25000
0.4898,2.217,5.59,8.095,25000
0.5303,2.125,5.357,7.699,25000
0.5666,2.044,5.152,7.301,25000
0.6019,1.956,4.932,6.895,25000
0.6363,1.863,4.697,6.479,25000
0.6696,1.764,4.446,6.051,25000
0.7018,1.659,4.183,5.615,25000
0.7296,1.565,3.944,5.199,25000
0.752,1.475,3.718,4.785,25000
0.7712,1.38,3.48,4.364,25000
0.7874,1.278,3.223,3.93,25000
0.8013,1.164,2.934,3.475,25000
0.8101,1.044,2.633,3.015,25000
0.8133,0.916,2.308,2.544,25000
0.8061,0.779,1.965,2.06,25000
0.7706,0.644,1.624,1.565,25000
0.6851,0.509,1.283,1.059,25000
0.4958,0.371,0.935,0.538,25000
-0.0005,0.241,0.608,0,25000
0,6.867,16.646,10.482,26000
0.0202,6.575,15.939,10.456,26000
0.0421,6.276,15.214,10.425,26000
0.0662,5.97,14.471,10.388,26000
0.0928,5.654,13.706,10.343,26000
0.1226,5.327,12.913,10.292,26000
0.1562,4.986,12.086,10.232,26000
0.1945,4.637,11.241,10.158,26000
0.2366,4.292,10.405,10.008,26000
0.2849,3.917,9.494,9.773,26000
0.347,3.466,8.402,9.479,26000
0.4116,3.099,7.512,9.141,26000
0.4759,2.812,6.817,8.792,26000
0.5259,2.637,6.391,8.407,26000
0.5687,2.493,6.043,7.982,26000
0.6018,2.377,5.762,7.517,26000
0.6323,2.258,5.473,7.034,26000
0.6593,2.145,5.199,6.557,26000
0.6846,2.025,4.91,6.072,26000
0.7083,1.896,4.597,5.573,26000
0.7304,1.759,4.263,5.062,26000
0.7506,1.611,3.904,4.538,26000
0.7684,1.451,3.518,3.996,26000
0.7832,1.28,3.103,3.436,26000
0.7866,1.12,2.715,2.894,26000
0.7694,0.967,2.344,2.345,26000
0.7193,0.817,1.98,1.781,26000
0.6222,0.665,1.612,1.208,26000
0.4283,0.507,1.23,0.612,26000
-0.0014,0.358,0.867,-0.001,26000
0,9.3,21.709,11.41,26999
0.017,8.82,20.589,11.367,26999
0.0358,8.313,19.406,11.312,26999
0.057,7.794,18.192,11.249,26999
0.081,7.26,16.947,11.176,26999
0.1087,6.716,15.677,11.093,26999
0.1405,6.184,14.435,11.003,26999
0.1788,5.615,13.107,10.897,26999
0.2244,5.048,11.785,10.76,26999
0.2773,4.501,10.507,10.538,26999
0.332,4.071,9.502,10.271,26999
0.3821,3.772,8.804,9.956,26999
0.4333,3.497,8.162,9.594,26999
0.4764,3.314,7.735,9.228,26999
0.5251,3.096,7.228,8.826,26999
0.5734,2.876,6.714,8.355,26999
0.6027,2.739,6.393,7.841,26999
0.6294,2.61,6.092,7.343,26999
0.6546,2.478,5.785,6.849,26999
0.6781,2.34,5.462,6.347,26999
0.6991,2.197,5.128,5.835,26999
0.7165,2.05,4.786,5.316,26999
0.7201,1.912,4.464,4.757,26999
0.7158,1.766,4.123,4.177,26999
0.703,1.594,3.721,3.549,26999
0.6778,1.394,3.254,2.872,26999
0.6309,1.184,2.764,2.183,26999
0.5434,0.96,2.241,1.468,26999
0.3692,0.735,1.716,0.736,26999
-0.0165,0.518,1.209,-0.022,26999
0,11.096,24.115,12.802,29000
0.0168,10.654,23.155,12.741,29000
0.0352,10.116,21.985,12.661,29000
0.0557,9.532,20.715,12.565,29000
0.0785,8.937,19.424,12.46,29000
0.1038,8.374,18.2,12.348,29000
0.133,7.756,16.856,12.213,29000
0.1673,7.106,15.444,12.067,29000
0.2084,6.427,13.969,11.896,29000
0.2581,5.747,12.49,11.712,29000
0.3187,5.057,10.989,11.45,29000
0.3693,4.65,10.106,11.091,29000
0.412,4.382,9.524,10.69,29000
0.4477,4.209,9.148,10.298,29000
0.4806,4.052,8.807,9.884,29000
0.5172,3.848,8.362,9.426,29000
0.5444,3.705,8.053,8.957,29000
0.5667,3.58,7.78,8.478,29000
0.5836,3.469,7.54,7.993,29000
0.6025,3.29,7.149,7.411,29000
0.6155,3.096,6.728,6.769,29000
0.6248,2.885,6.27,6.098,29000
0.6289,2.661,5.782,5.404,29000
0.6262,2.43,5.281,4.7,29000
0.6138,2.186,4.751,3.972,29000
0.5882,1.935,4.206,3.235,29000
0.5407,1.68,3.652,2.483,29000
0.4586,1.42,3.085,1.713,29000
0.2957,1.183,2.571,0.888,29000
-0.0135,0.929,2.019,-0.031,29000
0,9.003,18.915,13.074,30000
0.0214,8.745,18.373,13.011,30000
0.044,8.464,17.781,12.929,30000
0.0676,8.217,17.264,12.855,30000
0.093,7.914,16.625,12.763,30000
0.1195,7.64,16.05,12.665,30000
0.1492,7.271,15.276,12.545,30000
0.1763,7.123,14.963,12.443,30000
0.2066,6.879,14.451,12.325,30000
0.2385,6.627,13.922,12.186,30000
0.2725,6.356,13.353,12.019,30000
0.3188,5.817,12.221,11.698,30000
0.377,5.17,10.862,11.269,30000
0.4381,4.631,9.73,10.829,30000
0.4851,4.289,9.01,10.311,30000
0.5119,4.115,8.644,9.743,30000
0.5347,3.959,8.317,9.179,30000
0.5533,3.815,8.014,8.614,30000
0.5691,3.664,7.698,8.039,30000
0.5819,3.498,7.349,7.433,30000
0.5915,3.316,6.966,6.805,30000
0.5952,3.14,6.597,6.176,30000
0.5953,2.947,6.19,5.533,30000
0.5884,2.753,5.784,4.887,30000
0.5737,2.546,5.35,4.223,30000
0.5431,2.315,4.864,3.49,30000
0.4856,2.052,4.31,2.659,30000
0.3609,1.701,3.573,1.578,30000
0.2399,1.52,3.193,0.904,30000
